latitude, longitude, popi
47.52228, -121.27172, -2.02515
47.52228, -121.13511, -2.16639
47.52228, -120.99851, -2.65957
47.52228, -120.86190, -3.13079
47.52228, -120.72529, -3.47566
47.52228, -120.58869, -3.69523
47.52228, -120.45208, -3.80722
47.52228, -120.31547, -3.80612
47.52228, -120.17887, -3.67117
47.52228, -120.04226, -3.40895
47.52228, -119.90565, -3.11328
47.52228, -119.76905, -2.98622
47.52228, -119.63244, -3.09939
47.52228, -119.49583, -3.25870
47.52228, -119.35922, -3.29877
47.52228, -119.22262, -3.17453
47.52228, -119.08601, -2.90673
47.52228, -118.94940, -2.55028
47.52228, -118.81280, -2.17047
47.52228, -118.67619, -1.81158
47.52228, -118.53958, -1.48900
47.52228, -118.40298, -1.22750
47.52228, -118.26637, -1.11583
47.52228, -118.12976, -1.31112
47.52228, -117.99316, -1.84250
47.52228, -117.85655, -2.50263
47.52228, -117.71994, -3.09258
47.52228, -117.58334, -3.51658
47.52228, -117.44673, -3.73641
47.52228, -117.31012, -3.73861
47.52228, -117.17352, -3.52113
47.52228, -117.03691, -3.08753
47.52228, -116.90030, -2.44376
47.52228, -116.76370, -1.59656
47.52228, -116.62709, -0.55256
47.52228, -116.49048, 0.68308
47.52228, -116.35388, 2.10948
47.63044, -125.09671, 2.64484
47.63044, -124.96010, 1.61732
47.63044, -124.82350, 0.81628
47.63044, -124.68689, 0.22983
47.63044, -124.55028, -0.15354
47.63044, -124.41368, -0.34941
47.63044, -124.27707, -0.38777
47.63044, -124.14046, -0.33160
47.63044, -124.00386, -0.29697
47.63044, -123.86725, -0.42717
47.63044, -123.73064, -0.78715
47.63044, -123.59404, -1.31943
47.63044, -123.45743, -1.92730
47.63044, -123.32082, -2.54796
47.63044, -123.18422, -3.17140
47.63044, -123.04761, -3.81217
47.63044, -122.91100, -4.45914
47.63044, -122.77439, -5.06514
47.63044, -122.63779, -5.57520
47.63044, -122.50118, -5.94457
47.63044, -122.36457, -6.14148
47.63044, -122.22797, -6.14714
47.63044, -122.09136, -5.95539
47.63044, -121.95475, -5.57164
47.63044, -121.81815, -5.01167
47.63044, -121.68154, -4.30038
47.63044, -121.54493, -3.47432
47.63044, -121.40833, -2.61921
47.63044, -121.27172, -2.03387
47.63044, -121.13511, -2.14061
47.63044, -120.99851, -2.64845
47.63044, -120.86190, -3.12631
47.63044, -120.72529, -3.45512
47.63044, -120.58869, -3.64355
47.63044, -120.45208, -3.72915
47.63044, -120.31547, -3.72754
47.63044, -120.17887, -3.62394
47.63044, -120.04226, -3.40986
47.63044, -119.90565, -3.13642
47.63044, -119.76905, -2.95415
47.63044, -119.63244, -2.98346
47.63044, -119.49583, -3.10937
47.63044, -119.35922, -3.15963
47.63044, -119.22262, -3.06919
47.63044, -119.08601, -2.84877
47.63044, -118.94940, -2.53759
47.63044, -118.81280, -2.17789
47.63044, -118.67619, -1.81529
47.63044, -118.53958, -1.50991
47.63044, -118.40298, -1.31327
47.63044, -118.26637, -1.26078
47.63044, -118.12976, -1.45896
47.63044, -117.99316, -1.98576
47.63044, -117.85655, -2.66035
47.63044, -117.71994, -3.26290
47.63044, -117.58334, -3.69052
47.63044, -117.44673, -3.90744
47.63044, -117.31012, -3.90339
47.63044, -117.17352, -3.67875
47.63044, -117.03691, -3.23903
47.63044, -116.90030, -2.59196
47.63044, -116.76370, -1.74607
47.63044, -116.62709, -0.70975
47.63044, -116.49048, 0.51054
47.63044, -116.35388, 1.91401
47.73860, -125.09671, 2.19510
47.73860, -124.96010, 1.19302
47.73860, -124.82350, 0.42931
47.73860, -124.68689, -0.10429
47.73860, -124.55028, -0.41519
47.73860, -124.41368, -0.51648
47.73860, -124.27707, -0.44596
47.73860, -124.14046, -0.30868
47.73860, -124.00386, -0.30615
47.73860, -123.86725, -0.57972
47.73860, -123.73064, -1.03418
47.73860, -123.59404, -1.52644
47.73860, -123.45743, -2.00599
47.73860, -123.32082, -2.49381
47.73860, -123.18422, -3.04058
47.73860, -123.04761, -3.66829
47.73860, -122.91100, -4.33240
47.73860, -122.77439, -4.95851
47.73860, -122.63779, -5.48538
47.73860, -122.50118, -5.86955
47.73860, -122.36457, -6.08007
47.73860, -122.22797, -6.09791
47.73860, -122.09136, -5.91629
47.73860, -121.95475, -5.54021
47.73860, -121.81815, -4.98587
47.73860, -121.68154, -4.28022
47.73860, -121.54493, -3.46277
47.73860, -121.40833, -2.61411
47.73860, -121.27172, -2.00113
47.73860, -121.13511, -2.05319
47.73860, -120.99851, -2.53634
47.73860, -120.86190, -2.99798
47.73860, -120.72529, -3.30324
47.73860, -120.58869, -3.46307
47.73860, -120.45208, -3.53235
47.73860, -120.31547, -3.54886
47.73860, -120.17887, -3.50106
47.73860, -120.04226, -3.35840
47.73860, -119.90565, -3.12800
47.73860, -119.76905, -2.90466
47.73860, -119.63244, -2.83025
47.73860, -119.49583, -2.89209
47.73860, -119.35922, -2.94071
47.73860, -119.22262, -2.88751
47.73860, -119.08601, -2.72381
47.73860, -118.94940, -2.46707
47.73860, -118.81280, -2.13875
47.73860, -118.67619, -1.78943
47.73860, -118.53958, -1.51701
47.73860, -118.40298, -1.38242
47.73860, -118.26637, -1.36567
47.73860, -118.12976, -1.54004
47.73860, -117.99316, -2.03329
47.73860, -117.85655, -2.69808
47.73860, -117.71994, -3.29688
47.73860, -117.58334, -3.71817
47.73860, -117.44673, -3.92683
47.73860, -117.31012, -3.91456
47.73860, -117.17352, -3.68355
47.73860, -117.03691, -3.24111
47.73860, -116.90030, -2.59705
47.73860, -116.76370, -1.76215
47.73860, -116.62709, -0.74656
47.73860, -116.49048, 0.44338
47.73860, -116.35388, 1.80998
47.84676, -125.09671, 1.90625
47.84676, -124.96010, 0.91871
47.84676, -124.82350, 0.17566
47.84676, -124.68689, -0.33084
47.84676, -124.55028, -0.60832
47.84676, -124.41368, -0.67095
47.84676, -124.27707, -0.56345
47.84676, -124.14046, -0.41956
47.84676, -124.00386, -0.48663
47.84676, -123.86725, -0.86402
47.84676, -123.73064, -1.36642
47.84676, -123.59404, -1.83262
47.84676, -123.45743, -2.22326
47.84676, -123.32082, -2.58320
47.84676, -123.18422, -3.00916
47.84676, -123.04761, -3.56405
47.84676, -122.91100, -4.19818
47.84676, -122.77439, -4.81327
47.84676, -122.63779, -5.33705
47.84676, -122.50118, -5.72364
47.84676, -122.36457, -5.94084
47.84676, -122.22797, -5.96780
47.84676, -122.09136, -5.79577
47.84676, -121.95475, -5.42814
47.84676, -121.81815, -4.88074
47.84676, -121.68154, -4.18292
47.84676, -121.54493, -3.37976
47.84676, -121.40833, -2.55278
47.84676, -121.27172, -1.93182
47.84676, -121.13511, -1.90182
47.84676, -120.99851, -2.31374
47.84676, -120.86190, -2.73570
47.84676, -120.72529, -3.01278
47.84676, -120.58869, -3.15253
47.84676, -120.45208, -3.22425
47.84676, -120.31547, -3.28266
47.84676, -120.17887, -3.30870
47.84676, -120.04226, -3.24396
47.84676, -119.90565, -3.06310
47.84676, -119.76905, -2.82109
47.84676, -119.63244, -2.65128
47.84676, -119.49583, -2.62372
47.84676, -119.35922, -2.64967
47.84676, -119.22262, -2.62929
47.84676, -119.08601, -2.52549
47.84676, -118.94940, -2.32678
47.84676, -118.81280, -2.03647
47.84676, -118.67619, -1.71262
47.84676, -118.53958, -1.48049
47.84676, -118.40298, -1.39778
47.84676, -118.26637, -1.40295
47.84676, -118.12976, -1.54708
47.84676, -117.99316, -1.98913
47.84676, -117.85655, -2.62109
47.84676, -117.71994, -3.19923
47.84676, -117.58334, -3.60356
47.84676, -117.44673, -3.79789
47.84676, -117.31012, -3.77475
47.84676, -117.17352, -3.53746
47.84676, -117.03691, -3.09479
47.84676, -116.90030, -2.45856
47.84676, -116.76370, -1.64169
47.84676, -116.62709, -0.65528
47.84676, -116.49048, 0.49645
47.84676, -116.35388, 1.82140
47.95492, -125.09671, 1.78148
47.95492, -124.96010, 0.80268
47.95492, -124.82350, 0.07292
47.95492, -124.68689, -0.41616
47.95492, -124.55028, -0.67411
47.95492, -124.41368, -0.71993
47.95492, -124.27707, -0.61067
47.95492, -124.14046, -0.50691
47.95492, -124.00386, -0.66204
47.95492, -123.86725, -1.10968
47.95492, -123.73064, -1.63515
47.95492, -123.59404, -2.09095
47.95492, -123.45743, -2.44156
47.95492, -123.32082, -2.72749
47.95492, -123.18422, -3.05255
47.95492, -123.04761, -3.51287
47.95492, -122.91100, -4.08243
47.95492, -122.77439, -4.65622
47.95492, -122.63779, -5.15283
47.95492, -122.50118, -5.52390
47.95492, -122.36457, -5.73591
47.95492, -122.22797, -5.76535
47.95492, -122.09136, -5.60003
47.95492, -121.95475, -5.24037
47.95492, -121.81815, -4.70104
47.95492, -121.68154, -4.01421
47.95492, -121.54493, -3.23337
47.95492, -121.40833, -2.44560
47.95492, -121.27172, -1.83805
47.95492, -121.13511, -1.70614
47.95492, -120.99851, -1.99417
47.95492, -120.86190, -2.34614
47.95492, -120.72529, -2.58920
47.95492, -120.58869, -2.72142
47.95492, -120.45208, -2.81981
47.95492, -120.31547, -2.94077
47.95492, -120.17887, -3.04375
47.95492, -120.04226, -3.04753
47.95492, -119.90565, -2.91365
47.95492, -119.76905, -2.67722
47.95492, -119.63244, -2.44716
47.95492, -119.49583, -2.32745
47.95492, -119.35922, -2.30602
47.95492, -119.22262, -2.30276
47.95492, -119.08601, -2.25157
47.95492, -118.94940, -2.10577
47.95492, -118.81280, -1.85230
47.95492, -118.67619, -1.55729
47.95492, -118.53958, -1.36513
47.95492, -118.40298, -1.32724
47.95492, -118.26637, -1.35657
47.95492, -118.12976, -1.48428
47.95492, -117.99316, -1.87023
47.95492, -117.85655, -2.44618
47.95492, -117.71994, -2.98363
47.95492, -117.58334, -3.35811
47.95492, -117.44673, -3.53082
47.95492, -117.31012, -3.49378
47.95492, -117.17352, -3.25046
47.95492, -117.03691, -2.81021
47.95492, -116.90030, -2.18595
47.95492, -116.76370, -1.39168
47.95492, -116.62709, -0.43796
47.95492, -116.49048, 0.67488
47.95492, -116.35388, 1.96112
48.06308, -125.09671, 1.82021
48.06308, -124.96010, 0.84596
48.06308, -124.82350, 0.12509
48.06308, -124.68689, -0.35119
48.06308, -124.55028, -0.59482
48.06308, -124.41368, -0.63152
48.06308, -124.27707, -0.53508
48.06308, -124.14046, -0.49267
48.06308, -124.00386, -0.73796
48.06308, -123.86725, -1.23580
48.06308, -123.73064, -1.77273
48.06308, -123.59404, -2.22494
48.06308, -123.45743, -2.56321
48.06308, -123.32082, -2.82294
48.06308, -123.18422, -3.09993
48.06308, -123.04761, -3.49587
48.06308, -122.91100, -4.00244
48.06308, -122.77439, -4.52062
48.06308, -122.63779, -4.96890
48.06308, -122.50118, -5.30228
48.06308, -122.36457, -5.49031
48.06308, -122.22797, -5.50867
48.06308, -122.09136, -5.34149
48.06308, -121.95475, -4.98520
48.06308, -121.81815, -4.45294
48.06308, -121.68154, -3.78099
48.06308, -121.54493, -3.03454
48.06308, -121.40833, -2.30823
48.06308, -121.27172, -1.73969
48.06308, -121.13511, -1.50654
48.06308, -120.99851, -1.61961
48.06308, -120.86190, -1.85802
48.06308, -120.72529, -2.05603
48.06308, -120.58869, -2.19634
48.06308, -120.45208, -2.34616
48.06308, -120.31547, -2.53736
48.06308, -120.17887, -2.70288
48.06308, -120.04226, -2.75669
48.06308, -119.90565, -2.66501
48.06308, -119.76905, -2.45698
48.06308, -119.63244, -2.21448
48.06308, -119.49583, -2.02965
48.06308, -119.35922, -1.94296
48.06308, -119.22262, -1.92652
48.06308, -119.08601, -1.90476
48.06308, -118.94940, -1.79680
48.06308, -118.81280, -1.57327
48.06308, -118.67619, -1.30647
48.06308, -118.53958, -1.15437
48.06308, -118.40298, -1.16438
48.06308, -118.26637, -1.23569
48.06308, -118.12976, -1.37554
48.06308, -117.99316, -1.71030
48.06308, -117.85655, -2.20483
48.06308, -117.71994, -2.67524
48.06308, -117.58334, -3.00273
48.06308, -117.44673, -3.14484
48.06308, -117.31012, -3.09104
48.06308, -117.17352, -2.84295
48.06308, -117.03691, -2.40834
48.06308, -116.90030, -1.79888
48.06308, -116.76370, -1.02760
48.06308, -116.62709, -0.10314
48.06308, -116.49048, 0.97804
48.06308, -116.35388, 2.23505
48.17124, -125.09671, 2.02051
48.17124, -124.96010, 1.04741
48.17124, -124.82350, 0.33212
48.17124, -124.68689, -0.13424
48.17124, -124.55028, -0.36596
48.17124, -124.41368, -0.39653
48.17124, -124.27707, -0.32005
48.17124, -124.14046, -0.34929
48.17124, -124.00386, -0.68051
48.17124, -123.86725, -1.21627
48.17124, -123.73064, -1.75909
48.17124, -123.59404, -2.21159
48.17124, -123.45743, -2.55415
48.17124, -123.32082, -2.82194
48.17124, -123.18422, -3.10235
48.17124, -123.04761, -3.48500
48.17124, -122.91100, -3.95910
48.17124, -122.77439, -4.43067
48.17124, -122.63779, -4.82357
48.17124, -122.50118, -5.10111
48.17124, -122.36457, -5.24232
48.17124, -122.22797, -5.22797
48.17124, -122.09136, -5.04179
48.17124, -121.95475, -4.67754
48.17124, -121.81815, -4.14808
48.17124, -121.68154, -3.49659
48.17124, -121.54493, -2.80302
48.17124, -121.40833, -2.16417
48.17124, -121.27172, -1.65854
48.17124, -121.13511, -1.34856
48.17124, -120.99851, -1.26206
48.17124, -120.86190, -1.33472
48.17124, -120.72529, -1.46870
48.17124, -120.58869, -1.63381
48.17124, -120.45208, -1.85195
48.17124, -120.31547, -2.10088
48.17124, -120.17887, -2.29929
48.17124, -120.04226, -2.37944
48.17124, -119.90565, -2.32457
48.17124, -119.76905, -2.16493
48.17124, -119.63244, -1.95674
48.17124, -119.49583, -1.75389
48.17124, -119.35922, -1.60259
48.17124, -119.22262, -1.53138
48.17124, -119.08601, -1.49634
48.17124, -118.94940, -1.40161
48.17124, -118.81280, -1.20190
48.17124, -118.67619, -0.97067
48.17124, -118.53958, -0.87033
48.17124, -118.40298, -0.94313
48.17124, -118.26637, -1.08354
48.17124, -118.12976, -1.26735
48.17124, -117.99316, -1.55965
48.17124, -117.85655, -1.94675
48.17124, -117.71994, -2.31630
48.17124, -117.58334, -2.57365
48.17124, -117.44673, -2.67420
48.17124, -117.31012, -2.60166
48.17124, -117.17352, -2.35153
48.17124, -117.03691, -1.92531
48.17124, -116.90030, -1.32932
48.17124, -116.76370, -0.57330
48.17124, -116.62709, 0.33547
48.17124, -116.49048, 1.40141
48.17124, -116.35388, 2.64478
48.27940, -125.09671, 2.38015
48.27940, -124.96010, 1.40539
48.27940, -124.82350, 0.69304
48.27940, -124.68689, 0.23443
48.27940, -124.55028, 0.01312
48.27940, -124.41368, -0.01309
48.27940, -124.27707, 0.03767
48.27940, -124.14046, -0.07106
48.27940, -124.00386, -0.48340
48.27940, -123.86725, -1.04969
48.27940, -123.73064, -1.59730
48.27940, -123.59404, -2.05701
48.27940, -123.45743, -2.42222
48.27940, -123.32082, -2.73099
48.27940, -123.18422, -3.06032
48.27940, -123.04761, -3.47565
48.27940, -122.91100, -3.95151
48.27940, -122.77439, -4.39796
48.27940, -122.63779, -4.74520
48.27940, -122.50118, -4.96284
48.27940, -122.36457, -5.03979
48.27940, -122.22797, -4.96760
48.27940, -122.09136, -4.73706
48.27940, -121.95475, -4.34541
48.27940, -121.81815, -3.81040
48.27940, -121.68154, -3.18717
48.27940, -121.54493, -2.56916
48.27940, -121.40833, -2.03743
48.27940, -121.27172, -1.60480
48.27940, -121.13511, -1.25318
48.27940, -120.99851, -0.99555
48.27940, -120.86190, -0.87683
48.27940, -120.72529, -0.92656
48.27940, -120.58869, -1.12552
48.27940, -120.45208, -1.40841
48.27940, -120.31547, -1.68386
48.27940, -120.17887, -1.87633
48.27940, -120.04226, -1.95336
48.27940, -119.90565, -1.92514
48.27940, -119.76905, -1.82720
48.27940, -119.63244, -1.68803
48.27940, -119.49583, -1.51274
48.27940, -119.35922, -1.31787
48.27940, -119.22262, -1.15759
48.27940, -119.08601, -1.05403
48.27940, -118.94940, -0.94384
48.27940, -118.81280, -0.77735
48.27940, -118.67619, -0.61764
48.27940, -118.53958, -0.59879
48.27940, -118.40298, -0.74586
48.27940, -118.26637, -0.96667
48.27940, -118.12976, -1.20587
48.27940, -117.99316, -1.46260
48.27940, -117.85655, -1.72969
48.27940, -117.71994, -1.96826
48.27940, -117.58334, -2.12985
48.27940, -117.44673, -2.17722
48.27940, -117.31012, -2.08508
48.27940, -117.17352, -1.83512
48.27940, -117.03691, -1.41521
48.27940, -116.90030, -0.82185
48.27940, -116.76370, -0.06088
48.27940, -116.62709, 0.85855
48.27940, -116.49048, 1.93598
48.27940, -116.35388, 3.18785
48.38756, -125.09671, 2.89740
48.38756, -124.96010, 1.91876
48.38756, -124.82350, 1.20724
48.38756, -124.68689, 0.75450
48.38756, -124.55028, 0.54189
48.38756, -124.41368, 0.51676
48.38756, -124.27707, 0.53154
48.38756, -124.14046, 0.33113
48.38756, -124.00386, -0.15943
48.38756, -123.86725, -0.75225
48.38756, -123.73064, -1.30894
48.38756, -123.59404, -1.79110
48.38756, -123.45743, -2.20718
48.38756, -123.32082, -2.59521
48.38756, -123.18422, -3.01188
48.38756, -123.04761, -3.48952
48.38756, -122.91100, -3.98890
48.38756, -122.77439, -4.42900
48.38756, -122.63779, -4.74733
48.38756, -122.50118, -4.91523
48.38756, -122.36457, -4.92529
48.38756, -122.22797, -4.77829
48.38756, -122.09136, -4.47762
48.38756, -121.95475, -4.03386
48.38756, -121.81815, -3.48036
48.38756, -121.68154, -2.89127
48.38756, -121.54493, -2.36323
48.38756, -121.40833, -1.93639
48.38756, -121.27172, -1.56641
48.38756, -121.13511, -1.19901
48.38756, -120.99851, -0.83436
48.38756, -120.86190, -0.56236
48.38756, -120.72529, -0.52830
48.38756, -120.58869, -0.74897
48.38756, -120.45208, -1.06879
48.38756, -120.31547, -1.33910
48.38756, -120.17887, -1.49455
48.38756, -120.04226, -1.53839
48.38756, -119.90565, -1.51780
48.38756, -119.76905, -1.48036
48.38756, -119.63244, -1.42204
48.38756, -119.49583, -1.29754
48.38756, -119.35922, -1.08614
48.38756, -119.22262, -0.83427
48.38756, -119.08601, -0.62548
48.38756, -118.94940, -0.48988
48.38756, -118.81280, -0.40733
48.38756, -118.67619, -0.38933
48.38756, -118.53958, -0.47098
48.38756, -118.40298, -0.66101
48.38756, -118.26637, -0.92343
48.38756, -118.12976, -1.19280
48.38756, -117.99316, -1.41750
48.38756, -117.85655, -1.58123
48.38756, -117.71994, -1.68953
48.38756, -117.58334, -1.74570
48.38756, -117.44673, -1.73443
48.38756, -117.31012, -1.62153
48.38756, -117.17352, -1.36710
48.38756, -117.03691, -0.94004
48.38756, -116.90030, -0.32601
48.38756, -116.76370, 0.47186
48.38756, -116.62709, 1.43928
48.38756, -116.49048, 2.56500
48.38756, -116.35388, 3.85552
48.49572, -125.09671, 3.57155
48.49572, -124.96010, 2.58748
48.49572, -124.82350, 1.87506
48.49572, -124.68689, 1.42588
48.49572, -124.55028, 1.21744
48.49572, -124.41368, 1.18024
48.49572, -124.27707, 1.12680
48.49572, -124.14046, 0.80706
48.49572, -124.00386, 0.24378
48.49572, -123.86725, -0.36772
48.49572, -123.73064, -0.94043
48.49572, -123.59404, -1.46916
48.49572, -123.45743, -1.97189
48.49572, -123.32082, -2.47309
48.49572, -123.18422, -2.99752
48.49572, -123.04761, -3.54701
48.49572, -122.91100, -4.07742
48.49572, -122.77439, -4.52054
48.49572, -122.63779, -4.82227
48.49572, -122.50118, -4.95437
48.49572, -122.36457, -4.90825
48.49572, -122.22797, -4.68757
48.49572, -122.09136, -4.30563
48.49572, -121.95475, -3.79090
48.49572, -121.81815, -3.20330
48.49572, -121.68154, -2.64276
48.49572, -121.54493, -2.19452
48.49572, -121.40833, -1.84466
48.49572, -121.27172, -1.51320
48.49572, -121.13511, -1.13852
48.49572, -120.99851, -0.71906
48.49572, -120.86190, -0.36000
48.49572, -120.72529, -0.26526
48.49572, -120.58869, -0.48203
48.49572, -120.45208, -0.80803
48.49572, -120.31547, -1.06163
48.49572, -120.17887, -1.17590
48.49572, -120.04226, -1.17394
48.49572, -119.90565, -1.14117
48.49572, -119.76905, -1.14670
48.49572, -119.63244, -1.15524
48.49572, -119.49583, -1.07752
48.49572, -119.35922, -0.86574
48.49572, -119.22262, -0.55061
48.49572, -119.08601, -0.25670
48.49572, -118.94940, -0.14328
48.49572, -118.81280, -0.22553
48.49572, -118.67619, -0.37767
48.49572, -118.53958, -0.52170
48.49572, -118.40298, -0.68830
48.49572, -118.26637, -0.92326
48.49572, -118.12976, -1.17988
48.49572, -117.99316, -1.37351
48.49572, -117.85655, -1.46927
48.49572, -117.71994, -1.48656
48.49572, -117.58334, -1.46234
48.49572, -117.44673, -1.40315
48.49572, -117.31012, -1.26705
48.49572, -117.17352, -0.99366
48.49572, -117.03691, -0.53703
48.49572, -116.90030, 0.12459
48.49572, -116.76370, 0.99065
48.49572, -116.62709, 2.04346
48.49572, -116.49048, 3.25942
48.49572, -116.35388, 4.62795
48.60387, -125.09671, 4.40322
48.60387, -124.96010, 3.41267
48.60387, -124.82350, 2.69717
48.60387, -124.68689, 2.24544
48.60387, -124.55028, 2.02118
48.60387, -124.41368, 1.91130
48.60387, -124.27707, 1.68114
48.60387, -124.14046, 1.19383
48.60387, -124.00386, 0.59330
48.60387, -123.86725, 0.00383
48.60387, -123.73064, -0.57117
48.60387, -123.59404, -1.16028
48.60387, -123.45743, -1.77106
48.60387, -123.32082, -2.39462
48.60387, -123.18422, -3.02298
48.60387, -123.04761, -3.63869
48.60387, -122.91100, -4.19809
48.60387, -122.77439, -4.64477
48.60387, -122.63779, -4.93364
48.60387, -122.50118, -5.03874
48.60387, -122.36457, -4.95017
48.60387, -122.22797, -4.67078
48.60387, -122.09136, -4.21743
48.60387, -121.95475, -3.63111
48.60387, -121.81815, -2.99776
48.60387, -121.68154, -2.44443
48.60387, -121.54493, -2.04147
48.60387, -121.40833, -1.72947
48.60387, -121.27172, -1.41054
48.60387, -121.13511, -1.02497
48.60387, -120.99851, -0.57356
48.60387, -120.86190, -0.16760
48.60387, -120.72529, -0.03042
48.60387, -120.58869, -0.22514
48.60387, -120.45208, -0.54141
48.60387, -120.31547, -0.78229
48.60387, -120.17887, -0.87117
48.60387, -120.04226, -0.83536
48.60387, -119.90565, -0.78659
48.60387, -119.76905, -0.81594
48.60387, -119.63244, -0.86571
48.60387, -119.49583, -0.81622
48.60387, -119.35922, -0.60612
48.60387, -119.22262, -0.26161
48.60387, -119.08601, 0.04829
48.60387, -118.94940, 0.04922
48.60387, -118.81280, -0.21888
48.60387, -118.67619, -0.48311
48.60387, -118.53958, -0.63819
48.60387, -118.40298, -0.74407
48.60387, -118.26637, -0.90416
48.60387, -118.12976, -1.11197
48.60387, -117.99316, -1.27151
48.60387, -117.85655, -1.32898
48.60387, -117.71994, -1.30291
48.60387, -117.58334, -1.24187
48.60387, -117.44673, -1.15720
48.60387, -117.31012, -0.99733
48.60387, -117.17352, -0.69148
48.60387, -117.03691, -0.18913
48.60387, -116.90030, 0.53423
48.60387, -116.76370, 1.48212
48.60387, -116.62709, 2.63991
48.60387, -116.49048, 3.97863
48.60387, -116.35388, 5.46855
48.71203, -125.09671, 5.39408
48.71203, -124.96010, 4.39529
48.71203, -124.82350, 3.66940
48.71203, -124.68689, 3.18743
48.71203, -124.55028, 2.85447
48.71203, -124.41368, 2.46321
48.71203, -124.27707, 1.87610
48.71203, -124.14046, 1.23238
48.71203, -124.00386, 0.67665
48.71203, -123.86725, 0.20068
48.71203, -123.73064, -0.30060
48.71203, -123.59404, -0.91242
48.71203, -123.45743, -1.61453
48.71203, -123.32082, -2.34305
48.71203, -123.18422, -3.05741
48.71203, -123.04761, -3.72639
48.71203, -122.91100, -4.30691
48.71203, -122.77439, -4.75225
48.71203, -122.63779, -5.02638
48.71203, -122.50118, -5.10764
48.71203, -122.36457, -4.98662
48.71203, -122.22797, -4.66527
48.71203, -122.09136, -4.16054
48.71203, -121.95475, -3.51777
48.71203, -121.81815, -2.83670
48.71203, -121.68154, -2.26395
48.71203, -121.54493, -1.86556
48.71203, -121.40833, -1.55669
48.71203, -121.27172, -1.22910
48.71203, -121.13511, -0.82436
48.71203, -120.99851, -0.34458
48.71203, -120.86190, 0.09776
48.71203, -120.72529, 0.27425
48.71203, -120.58869, 0.11017
48.71203, -120.45208, -0.19116
48.71203, -120.31547, -0.42514
48.71203, -120.17887, -0.50505
48.71203, -120.04226, -0.45738
48.71203, -119.90565, -0.40771
48.71203, -119.76905, -0.45661
