latitude, longitude, popi
48.71203, -119.63244, -0.52876
48.71203, -119.49583, -0.48914
48.71203, -119.35922, -0.27489
48.71203, -119.22262, 0.07640
48.71203, -119.08601, 0.33155
48.71203, -118.94940, 0.16461
48.71203, -118.81280, -0.24109
48.71203, -118.67619, -0.55836
48.71203, -118.53958, -0.70660
48.71203, -118.40298, -0.75386
48.71203, -118.26637, -0.82466
48.71203, -118.12976, -0.95837
48.71203, -117.99316, -1.07382
48.71203, -117.85655, -1.10606
48.71203, -117.71994, -1.06741
48.71203, -117.58334, -1.00264
48.71203, -117.44673, -0.91141
48.71203, -117.31012, -0.73107
48.71203, -117.17352, -0.38960
48.71203, -117.03691, 0.16056
48.71203, -116.90030, 0.94330
48.71203, -116.76370, 1.96605
48.71203, -116.62709, 3.22187
48.71203, -116.49048, 4.68792
48.71203, -116.35388, 6.32716
48.82019, -125.09671, 6.54483
48.82019, -124.96010, 5.52891
48.82019, -124.82350, 4.75614
48.82019, -124.68689, 4.11989
48.82019, -124.55028, 3.40663
48.82019, -124.41368, 2.52296
48.82019, -124.27707, 1.65099
48.82019, -124.14046, 0.95484
48.82019, -124.00386, 0.47290
48.82019, -123.86725, 0.14764
48.82019, -123.73064, -0.18745
48.82019, -123.59404, -0.73042
48.82019, -123.45743, -1.47541
48.82019, -123.32082, -2.28060
48.82019, -123.18422, -3.05871
48.82019, -123.04761, -3.76416
48.82019, -122.91100, -4.35486
48.82019, -122.77439, -4.79223
48.82019, -122.63779, -5.04842
48.82019, -122.50118, -5.10661
48.82019, -122.36457, -4.95924
48.82019, -122.22797, -4.60834
48.82019, -122.09136, -4.07031
48.82019, -121.95475, -3.38986
48.82019, -121.81815, -2.66737
48.82019, -121.68154, -2.05618
48.82019, -121.54493, -1.63019
48.82019, -121.40833, -1.29933
48.82019, -121.27172, -0.94760
48.82019, -121.13511, -0.51481
48.82019, -120.99851, -0.00226
48.82019, -120.86190, 0.48029
48.82019, -120.72529, 0.70231
48.82019, -120.58869, 0.57424
48.82019, -120.45208, 0.28964
48.82019, -120.31547, 0.05918
48.82019, -120.17887, -0.02269
48.82019, -120.04226, 0.01604
48.82019, -119.90565, 0.04137
48.82019, -119.76905, -0.03900
48.82019, -119.63244, -0.12809
48.82019, -119.49583, -0.08710
48.82019, -119.35922, 0.13880
48.82019, -119.22262, 0.48668
48.82019, -119.08601, 0.64474
48.82019, -118.94940, 0.31136
48.82019, -118.81280, -0.18260
48.82019, -118.67619, -0.52870
48.82019, -118.53958, -0.67496
48.82019, -118.40298, -0.68391
48.82019, -118.26637, -0.67382
48.82019, -118.12976, -0.71683
48.82019, -117.99316, -0.76922
48.82019, -117.85655, -0.77181
48.82019, -117.71994, -0.73088
48.82019, -117.58334, -0.67738
48.82019, -117.44673, -0.58951
48.82019, -117.31012, -0.39361
48.82019, -117.17352, -0.02058
48.82019, -117.03691, 0.57138
48.82019, -116.90030, 1.40364
48.82019, -116.76370, 2.48554
48.82019, -116.62709, 3.81706
48.82019, -116.49048, 5.38666
48.82019, -116.35388, 7.16665
48.92835, -125.09671, 7.84545
48.92835, -124.96010, 6.76456
48.92835, -124.82350, 5.78892
48.92835, -124.68689, 4.69994
48.92835, -124.55028, 3.46536
48.92835, -124.41368, 2.29425
48.92835, -124.27707, 1.33619
48.92835, -124.14046, 0.63819
48.92835, -124.00386, 0.19913
48.92835, -123.86725, -0.02666
48.92835, -123.73064, -0.19222
48.92835, -123.59404, -0.59172
48.92835, -123.45743, -1.32307
48.92835, -123.32082, -2.17304
48.92835, -123.18422, -2.98991
48.92835, -123.04761, -3.71324
48.92835, -122.91100, -4.30284
48.92835, -122.77439, -4.72647
48.92835, -122.63779, -4.96236
48.92835, -122.50118, -4.99797
48.92835, -122.36457, -4.82806
48.92835, -122.22797, -4.45563
48.92835, -122.09136, -3.89686
48.92835, -121.95475, -3.19379
48.92835, -121.81815, -2.43938
48.92835, -121.68154, -1.78184
48.92835, -121.54493, -1.30809
48.92835, -121.40833, -0.93851
48.92835, -121.27172, -0.55162
48.92835, -121.13511, -0.08280
48.92835, -120.99851, 0.46924
48.92835, -120.86190, 1.00051
48.92835, -120.72529, 1.27833
48.92835, -120.58869, 1.19192
48.92835, -120.45208, 0.92528
48.92835, -120.31547, 0.69648
48.92835, -120.17887, 0.60486
48.92835, -120.04226, 0.61544
48.92835, -119.90565, 0.58777
48.92835, -119.76905, 0.45657
48.92835, -119.63244, 0.34682
48.92835, -119.49583, 0.39284
48.92835, -119.35922, 0.63542
48.92835, -119.22262, 0.97754
48.92835, -119.08601, 1.02614
48.92835, -118.94940, 0.55428
48.92835, -118.81280, -0.00002
48.92835, -118.67619, -0.37109
48.92835, -118.53958, -0.52817
48.92835, -118.40298, -0.52461
48.92835, -118.26637, -0.45737
48.92835, -118.12976, -0.40578
48.92835, -117.99316, -0.36992
48.92835, -117.85655, -0.32109
48.92835, -117.71994, -0.26959
48.92835, -117.58334, -0.22789
48.92835, -117.44673, -0.14622
48.92835, -117.31012, 0.06106
48.92835, -117.17352, 0.45985
48.92835, -117.03691, 1.08621
48.92835, -116.90030, 1.95824
48.92835, -116.76370, 3.08524
48.92835, -116.62709, 4.47088
48.92835, -116.49048, 6.11237
48.92835, -116.35388, 7.99619
49.03651, -125.09671, 9.22915
49.03651, -124.96010, 7.89268
49.03651, -124.82350, 6.41298
49.03651, -124.68689, 4.82622
49.03651, -124.55028, 3.34814
49.03651, -124.41368, 2.10338
49.03651, -124.27707, 1.13038
49.03651, -124.14046, 0.43643
49.03651, -124.00386, 0.01557
49.03651, -123.86725, -0.16212
49.03651, -123.73064, -0.21448
49.03651, -123.59404, -0.46090
49.03651, -123.45743, -1.13316
49.03651, -123.32082, -1.99350
49.03651, -123.18422, -2.82270
49.03651, -123.04761, -3.54594
49.03651, -122.91100, -4.12472
49.03651, -122.77439, -4.53046
49.03651, -122.63779, -4.74495
49.03651, -122.50118, -4.75874
49.03651, -122.36457, -4.56892
49.03651, -122.22797, -4.17994
49.03651, -122.09136, -3.60817
49.03651, -121.95475, -2.89248
49.03651, -121.81815, -2.11498
49.03651, -121.68154, -1.41127
49.03651, -121.54493, -0.87985
49.03651, -121.40833, -0.46120
49.03651, -121.27172, -0.03165
49.03651, -121.13511, 0.47985
49.03651, -120.99851, 1.07830
49.03651, -120.86190, 1.66753
49.03651, -120.72529, 2.01298
49.03651, -120.58869, 1.97528
49.03651, -120.45208, 1.72805
49.03651, -120.31547, 1.49927
49.03651, -120.17887, 1.39010
49.03651, -120.04226, 1.35220
49.03651, -119.90565, 1.24334
49.03651, -119.76905, 1.04451
49.03651, -119.63244, 0.90876
49.03651, -119.49583, 0.95845
49.03651, -119.35922, 1.21838
49.03651, -119.22262, 1.55518
49.03651, -119.08601, 1.50074
49.03651, -118.94940, 0.92017
49.03651, -118.81280, 0.31799
49.03651, -118.67619, -0.08195
49.03651, -118.53958, -0.26365
49.03651, -118.40298, -0.27218
49.03651, -118.26637, -0.17921
49.03651, -118.12976, -0.04778
49.03651, -117.99316, 0.09551
49.03651, -117.85655, 0.23165
49.03651, -117.71994, 0.32134
49.03651, -117.58334, 0.36351
49.03651, -117.44673, 0.44154
49.03651, -117.31012, 0.65769
49.03651, -117.17352, 1.07717
49.03651, -117.03691, 1.73163
49.03651, -116.90030, 2.63607
49.03651, -116.76370, 3.79860
49.03651, -116.62709, 5.22398
49.03651, -116.49048, 6.91379
49.03651, -116.35388, 8.86421
49.14467, -125.09671, 10.44147
49.14467, -124.96010, 8.56786
49.14467, -124.82350, 6.63672
49.14467, -124.68689, 4.85422
49.14467, -124.55028, 3.31974
49.14467, -124.41368, 2.06222
49.14467, -124.27707, 1.08791
49.14467, -124.14046, 0.39635
49.14467, -124.00386, -0.01757
49.14467, -123.86725, -0.17459
49.14467, -123.73064, -0.16554
49.14467, -123.59404, -0.29285
49.14467, -123.45743, -0.88272
49.14467, -123.32082, -1.72111
49.14467, -123.18422, -2.53768
49.14467, -123.04761, -3.24493
49.14467, -122.91100, -3.80488
49.14467, -122.77439, -4.18987
49.14467, -122.63779, -4.38274
49.14467, -122.50118, -4.37572
49.14467, -122.36457, -4.16787
49.14467, -122.22797, -3.76529
49.14467, -122.09136, -3.18481
49.14467, -121.95475, -2.46212
49.14467, -121.81815, -1.66800
49.14467, -121.68154, -0.92227
49.14467, -121.54493, -0.33061
49.14467, -121.40833, 0.14235
49.14467, -121.27172, 0.61894
49.14467, -121.13511, 1.17799
49.14467, -120.99851, 1.82912
49.14467, -120.86190, 2.48497
49.14467, -120.72529, 2.91041
49.14467, -120.58869, 2.93020
49.14467, -120.45208, 2.70428
49.14467, -120.31547, 2.47319
49.14467, -120.17887, 2.33650
49.14467, -120.04226, 2.22704
49.14467, -119.90565, 2.01373
49.14467, -119.76905, 1.73983
49.14467, -119.63244, 1.57620
49.14467, -119.49583, 1.62667
49.14467, -119.35922, 1.90071
49.14467, -119.22262, 2.23120
49.14467, -119.08601, 2.08518
49.14467, -118.94940, 1.41775
49.14467, -118.81280, 0.77207
49.14467, -118.67619, 0.33770
49.14467, -118.53958, 0.12027
49.14467, -118.40298, 0.08116
49.14467, -118.26637, 0.17109
49.14467, -118.12976, 0.35289
49.14467, -117.99316, 0.60053
49.14467, -117.85655, 0.85863
49.14467, -117.71994, 1.03247
49.14467, -117.58334, 1.10222
49.14467, -117.44673, 1.18498
49.14467, -117.31012, 1.40956
49.14467, -117.17352, 1.84590
49.14467, -117.03691, 2.52354
49.14467, -116.90030, 3.45503
49.14467, -116.76370, 4.64698
49.14467, -116.62709, 6.10384
49.14467, -116.49048, 7.82863
49.14467, -116.35388, 9.82206
49.25283, -125.09671, 11.17301
49.25283, -124.96010, 8.90596
49.25283, -124.82350, 6.82187
49.25283, -124.68689, 4.99742
49.25283, -124.55028, 3.45374
49.25283, -124.41368, 2.19512
49.25283, -124.27707, 1.22135
49.25283, -124.14046, 0.53070
49.25283, -124.00386, 0.11891
49.25283, -123.86725, -0.03028
49.25283, -123.73064, 0.00796
49.25283, -123.59404, -0.04277
49.25283, -123.45743, -0.54975
49.25283, -123.32082, -1.34193
49.25283, -123.18422, -2.12435
49.25283, -123.04761, -2.80145
49.25283, -122.91100, -3.33545
49.25283, -122.77439, -3.69740
49.25283, -122.63779, -3.86882
49.25283, -122.50118, -3.84204
49.25283, -122.36457, -3.61744
49.25283, -122.22797, -3.20268
49.25283, -122.09136, -2.61518
49.25283, -121.95475, -1.88777
49.25283, -121.81815, -1.08073
49.25283, -121.68154, -0.29801
49.25283, -121.54493, 0.35189
49.25283, -121.40833, 0.88039
49.25283, -121.27172, 1.40542
49.25283, -121.13511, 2.01466
49.25283, -120.99851, 2.72339
49.25283, -120.86190, 3.45341
49.25283, -120.72529, 3.97126
49.25283, -120.58869, 4.05937
49.25283, -120.45208, 3.85722
49.25283, -120.31547, 3.62014
49.25283, -120.17887, 3.44216
49.25283, -120.04226, 3.23612
49.25283, -119.90565, 2.90508
49.25283, -119.76905, 2.55949
49.25283, -119.63244, 2.37035
49.25283, -119.49583, 2.41929
49.25283, -119.35922, 2.70244
49.25283, -119.22262, 3.02189
49.25283, -119.08601, 2.79067
49.25283, -118.94940, 2.04917
49.25283, -118.81280, 1.36114
49.25283, -118.67619, 0.88825
49.25283, -118.53958, 0.62871
49.25283, -118.40298, 0.54912
49.25283, -118.26637, 0.61747
49.25283, -118.12976, 0.81954
49.25283, -117.99316, 1.14511
49.25283, -117.85655, 1.53485
49.25283, -117.71994, 1.84370
49.25283, -117.58334, 1.98507
49.25283, -117.44673, 2.08894
49.25283, -117.31012, 2.32411
49.25283, -117.17352, 2.77480
49.25283, -117.03691, 3.47173
49.25283, -116.90030, 4.42615
49.25283, -116.76370, 5.64333
49.25283, -116.62709, 7.12689
49.25283, -116.49048, 8.87985
49.25283, -116.35388, 10.90439
49.36099, -125.09671, 11.63846
49.36099, -124.96010, 9.25477
49.36099, -124.82350, 7.14001
49.36099, -124.68689, 5.30926
49.36099, -124.55028, 3.76521
49.36099, -124.41368, 2.50728
49.36099, -124.27707, 1.53400
49.36099, -124.14046, 0.84340
49.36099, -124.00386, 0.43156
49.36099, -123.86725, 0.28406
49.36099, -123.73064, 0.33326
49.36099, -123.59404, 0.32342
49.36099, -123.45743, -0.11597
49.36099, -123.32082, -0.84900
49.36099, -123.18422, -1.58025
49.36099, -123.04761, -2.21418
49.36099, -122.91100, -2.71513
49.36099, -122.77439, -3.05178
49.36099, -122.63779, -3.20205
49.36099, -122.50118, -3.15647
49.36099, -122.36457, -2.91569
49.36099, -122.22797, -2.48863
49.36099, -122.09136, -1.89345
49.36099, -121.95475, -1.16066
49.36099, -121.81815, -0.34165
49.36099, -121.68154, 0.47397
49.36099, -121.54493, 1.17805
49.36099, -121.40833, 1.76047
49.36099, -121.27172, 2.33274
49.36099, -121.13511, 2.99223
49.36099, -120.99851, 3.76140
49.36099, -120.86190, 4.57151
49.36099, -120.72529, 5.19390
49.36099, -120.58869, 5.36353
49.36099, -120.45208, 5.18828
49.36099, -120.31547, 4.93938
49.36099, -120.17887, 4.70165
49.36099, -120.04226, 4.37563
49.36099, -119.90565, 3.92657
49.36099, -119.76905, 3.52024
49.36099, -119.63244, 3.31038
49.36099, -119.49583, 3.35668
49.36099, -119.35922, 3.64385
49.36099, -119.22262, 3.94332
49.36099, -119.08601, 3.62460
49.36099, -118.94940, 2.81559
49.36099, -118.81280, 2.08618
49.36099, -118.67619, 1.57354
49.36099, -118.53958, 1.27051
49.36099, -118.40298, 1.14823
49.36099, -118.26637, 1.18727
49.36099, -118.12976, 1.38924
49.36099, -117.99316, 1.75998
49.36099, -117.85655, 2.25923
49.36099, -117.71994, 2.73251
49.36099, -117.58334, 3.00142
49.36099, -117.44673, 3.15393
49.36099, -117.31012, 3.40563
49.36099, -117.17352, 3.86954
49.36099, -117.03691, 4.58273
49.36099, -116.90030, 5.55667
49.36099, -116.76370, 6.79577
49.36099, -116.62709, 8.30280
49.36099, -116.49048, 10.08023
49.36099, -116.35388, 12.13033
49.46915, -125.09671, 12.15578
49.46915, -124.96010, 9.75003
49.46915, -124.82350, 7.63109
49.46915, -124.68689, 5.80051
49.46915, -124.55028, 4.25740
49.46915, -124.41368, 3.00020
49.46915, -124.27707, 2.02711
49.46915, -124.14046, 1.33601
49.46915, -124.00386, 0.92303
49.46915, -123.86725, 0.77404
49.46915, -123.73064, 0.82345
49.46915, -123.59404, 0.82741
49.46915, -123.45743, 0.43249
49.46915, -123.32082, -0.24012
49.46915, -123.18422, -0.90923
49.46915, -123.04761, -1.48883
49.46915, -122.91100, -1.95004
49.46915, -122.77439, -2.25965
49.46915, -122.63779, -2.38966
49.46915, -122.50118, -2.32633
49.46915, -122.36457, -2.06897
49.46915, -122.22797, -1.62727
49.46915, -122.09136, -1.02048
49.46915, -121.95475, -0.27797
49.46915, -121.81815, 0.55550
49.46915, -121.68154, 1.40225
49.46915, -121.54493, 2.15641
49.46915, -121.40833, 2.78964
49.46915, -121.27172, 3.40608
49.46915, -121.13511, 4.11333
49.46915, -120.99851, 4.94305
49.46915, -120.86190, 5.83680
49.46915, -120.72529, 6.57487
49.46915, -120.58869, 6.84197
49.46915, -120.45208, 6.69760
49.46915, -120.31547, 6.42803
49.46915, -120.17887, 6.10755
49.46915, -120.04226, 5.64507
49.46915, -119.90565, 5.08961
49.46915, -119.76905, 4.63629
49.46915, -119.63244, 4.41094
49.46915, -119.49583, 4.45433
49.46915, -119.35922, 4.74094
49.46915, -119.22262, 5.00767
49.46915, -119.08601, 4.59230
49.46915, -118.94940, 3.71980
49.46915, -118.81280, 2.95128
49.46915, -118.67619, 2.40053
49.46915, -118.53958, 2.05638
49.46915, -118.40298, 1.89401
49.46915, -118.26637, 1.90310
49.46915, -118.12976, 2.09495
49.46915, -117.99316, 2.48605
49.46915, -117.85655, 3.05868
49.46915, -117.71994, 3.68790
49.46915, -117.58334, 4.13455
49.46915, -117.44673, 4.37636
49.46915, -117.31012, 4.65626
49.46915, -117.17352, 5.13402
49.46915, -117.03691, 5.86122
49.46915, -116.90030, 6.85174
49.46915, -116.76370, 8.10985
49.46915, -116.62709, 9.63767
49.46915, -116.49048, 11.43705
49.46915, -116.35388, 13.50984
49.57731, -125.09671, 12.83002
49.57731, -124.96010, 10.42156
49.57731, -124.82350, 8.30310
49.57731, -124.68689, 6.47359
49.57731, -124.55028, 4.93140
49.57731, -124.41368, 3.67467
49.57731, -124.27707, 2.70145
49.57731, -124.14046, 2.00950
49.57731, -124.00386, 1.59472
49.57731, -123.86725, 1.44233
49.57731, -123.73064, 1.48488
49.57731, -123.59404, 1.48199
49.57731, -123.45743, 1.10664
49.57731, -123.32082, 0.48585
49.57731, -123.18422, -0.11881
49.57731, -123.04761, -0.63849
49.57731, -122.91100, -1.05705
49.57731, -122.77439, -1.34128
49.57731, -122.63779, -1.45479
49.57731, -122.50118, -1.37606
49.57731, -122.36457, -1.10064
49.57731, -122.22797, -0.63809
49.57731, -122.09136, -0.00965
49.57731, -121.95475, 0.75384
49.57731, -121.81815, 1.61047
49.57731, -121.68154, 2.49119
49.57731, -121.54493, 3.29340
49.57731, -121.40833, 3.97430
49.57731, -121.27172, 4.63088
49.57731, -121.13511, 5.38139
49.57731, -120.99851, 6.26877
49.57731, -120.86190, 7.24648
49.57731, -120.72529, 8.10912
49.57731, -120.58869, 8.49253
49.57731, -120.45208, 8.38416
49.57731, -120.31547, 8.08107
49.57731, -120.17887, 7.65239
49.57731, -120.04226, 7.04871
49.57731, -119.90565, 6.40575
49.57731, -119.76905, 5.91838
49.57731, -119.63244, 5.68203
49.57731, -119.49583, 5.72261
49.57731, -119.35922, 6.00442
49.57731, -119.22262, 6.22230
49.57731, -119.08601, 5.69866
49.57731, -118.94940, 4.76701
49.57731, -118.81280, 3.96310
49.57731, -118.67619, 3.37776
49.57731, -118.53958, 2.99672
49.57731, -118.40298, 2.79884
49.57731, -118.26637, 2.78052
49.57731, -118.12976, 2.95885
49.57731, -117.99316, 3.35596
49.57731, -117.85655, 3.97061
49.57731, -117.71994, 4.72009
49.57731, -117.58334, 5.36632
49.57731, -117.44673, 5.74795
49.57731, -117.31012, 6.07611
49.57731, -117.17352, 6.57097
49.57731, -117.03691, 7.31080
49.57731, -116.90030, 8.31540
49.57731, -116.76370, 9.58982
49.57731, -116.62709, 11.13591
49.57731, -116.49048, 12.95501
49.57731, -116.35388, 15.04848
49.68547, -125.09671, 13.68317
49.68547, -124.96010, 11.27532
49.68547, -124.82350, 9.15791
49.68547, -124.68689, 7.32937
49.68547, -124.55028, 5.78784
49.68547, -124.41368, 4.53130
49.68547, -124.27707, 3.55767
49.68547, -124.14046, 2.86457
49.68547, -124.00386, 2.44755
49.68547, -123.86725, 2.29039
49.68547, -123.73064, 2.32072
49.68547, -123.59404, 2.29484
49.68547, -123.45743, 1.91633
49.68547, -123.32082, 1.33204
49.68547, -123.18422, 0.78290
49.68547, -123.04761, 0.31635
49.68547, -122.91100, -0.06851
49.68547, -122.77439, -0.33939
49.68547, -122.63779, -0.44787
49.68547, -122.50118, -0.36031
49.68547, -122.36457, -0.06529
49.68547, -122.22797, 0.42940
49.68547, -122.09136, 1.09977
49.68547, -121.95475, 1.90906
49.68547, -121.81815, 2.81089
49.68547, -121.68154, 3.73861
49.68547, -121.54493, 4.59251
49.68547, -121.40833, 5.31981
49.68547, -121.27172, 6.01258
49.68547, -121.13511, 6.80074
49.68547, -120.99851, 7.74024
49.68547, -120.86190, 8.79839
49.68547, -120.72529, 9.79051
49.68547, -120.58869, 10.31143
49.68547, -120.45208, 10.24572
49.68547, -120.31547, 9.89159
49.68547, -120.17887, 9.33122
49.68547, -120.04226, 8.59467
49.68547, -119.90565, 7.88494
49.68547, -119.76905, 7.37400
49.68547, -119.63244, 7.13008
49.68547, -119.49583, 7.16796
49.68547, -119.35922, 7.44055
49.68547, -119.22262, 7.59063
49.68547, -119.08601, 6.94915
49.68547, -118.94940, 5.96417
49.68547, -118.81280, 5.12940
49.68547, -118.67619, 4.51363
49.68547, -118.53958, 4.10027
49.68547, -118.40298, 3.87162
49.68547, -118.26637, 3.82927
49.68547, -118.12976, 3.99380
49.68547, -117.99316, 4.38989
49.68547, -117.85655, 5.02603
49.68547, -117.71994, 5.85518
49.68547, -117.58334, 6.68595
49.68547, -117.44673, 7.25533
49.68547, -117.31012, 7.66283
49.68547, -117.17352, 8.18202
49.68547, -117.03691, 8.93430
49.68547, -116.90030, 9.95097
49.68547, -116.76370, 11.23924
49.68547, -116.62709, 12.80114
49.68547, -116.49048, 14.63771
49.68547, -116.35388, 16.74993
49.79363, -125.09671, 14.71964
49.79363, -124.96010, 12.31275
49.79363, -124.82350, 10.19627
49.79363, -124.68689, 8.36844
49.79363, -124.55028, 6.82727
49.79363, -124.41368, 5.57064
49.79363, -124.27707, 4.59636
49.79363, -124.14046, 3.90186
49.79363, -124.00386, 3.48224
49.79363, -123.86725, 3.31915
49.79363, -123.73064, 3.33267
49.79363, -123.59404, 3.27086
49.79363, -123.45743, 2.87058
49.79363, -123.32082, 2.30418
49.79363, -123.18422, 1.78964
49.79363, -123.04761, 1.35009
49.79363, -122.91100, 0.96852
49.79363, -122.77439, 0.68200
49.79363, -122.63779, 0.55661
49.79363, -122.50118, 0.64044
49.79363, -122.36457, 0.95309
49.79363, -122.22797, 1.49100
49.79363, -122.09136, 2.23013
49.79363, -121.95475, 3.12635
49.79363, -121.81815, 4.11869
49.79363, -121.68154, 5.12847
49.79363, -121.54493, 6.05174
49.79363, -121.40833, 6.82975
49.79363, -121.27172, 7.55627
49.79363, -121.13511, 8.37632
49.79363, -120.99851, 9.36069
49.79363, -120.86190, 10.49201
49.79363, -120.72529, 11.61266
49.79363, -120.58869, 12.29291
49.79363, -120.45208, 12.27861
49.79363, -120.31547, 11.85147
49.79363, -120.17887, 11.14356
49.79363, -120.04226, 10.29272
49.79363, -119.90565, 9.53490
49.79363, -119.76905, 9.00811
49.79363, -119.63244, 8.75905
49.79363, -119.49583, 8.79420
49.79363, -119.35922, 9.05244
49.79363, -119.22262, 9.11373
49.79363, -119.08601, 8.35006
49.79363, -118.94940, 7.31878
49.79363, -118.81280, 6.45766
49.79363, -118.67619, 5.81536
49.79363, -118.53958, 5.37375
49.79363, -118.40298, 5.11841
49.79363, -118.26637, 5.05516
49.79363, -118.12976, 5.20681
49.79363, -117.99316, 5.59887
49.79363, -117.85655, 6.24481
49.79363, -117.71994, 7.12175
49.79363, -117.58334, 8.09728
49.79363, -117.44673, 8.88164
49.79363, -117.31012, 9.41071
49.79363, -117.17352, 9.96757
49.79363, -117.03691, 10.73386
49.79363, -116.90030, 11.76120
49.79363, -116.76370, 13.06117
49.79363, -116.62709, 14.63653
49.79363, -116.49048, 16.48830
49.79363, -116.35388, 18.61722
49.90179, -125.09671, 15.94052
49.90179, -124.96010, 13.53445
49.90179, -124.82350, 11.41865
49.90179, -124.68689, 9.59126
49.90179, -124.55028, 8.05020
49.90179, -124.41368, 6.79323
49.90179, -124.27707, 5.81806
49.90179, -124.14046, 5.12196
49.90179, -124.00386, 4.69939
49.90179, -123.86725, 4.52926
49.90179, -123.73064, 4.52168
49.90179, -123.59404, 4.41344
49.90179, -123.45743, 3.97716
49.90179, -123.32082, 3.40893
49.90179, -123.18422, 2.89757
49.90179, -123.04761, 2.43941
49.90179, -122.91100, 2.01247
49.90179, -122.77439, 1.67444
49.90179, -122.63779, 1.51148
49.90179, -122.50118, 1.57982
49.90179, -122.36457, 1.90259
49.90179, -122.22797, 2.48104
49.90179, -122.09136, 3.29803
49.90179, -121.95475, 4.31325
49.90179, -121.81815, 5.45498
49.90179, -121.68154, 6.61484
49.90179, -121.54493, 7.65617
49.90179, -121.40833, 8.50410
49.90179, -121.27172, 9.26609
49.90179, -121.13511, 10.11323
49.90179, -120.99851, 11.13462
49.90179, -120.86190, 12.32907
49.90179, -120.72529, 13.57043
49.90179, -120.58869, 14.42897
49.90179, -120.45208, 14.47747
49.90179, -120.31547, 13.95293
49.90179, -120.17887, 13.09393
49.90179, -120.04226, 12.15220
49.90179, -119.90565, 11.36116
49.90179, -119.76905, 10.82392
49.90179, -119.63244, 10.57135
49.90179, -119.49583, 10.60346
49.90179, -119.35922, 10.84101
49.90179, -119.22262, 10.79171
49.90179, -119.08601, 9.90802
49.90179, -118.94940, 8.83781
49.90179, -118.81280, 7.95424
49.90179, -118.67619, 7.28860
49.90179, -118.53958, 6.82195
49.90179, -118.40298, 6.54314
49.90179, -118.26637, 6.46161
49.90179, -118.12976, 6.60161
49.90179, -117.99316, 6.98858
49.90179, -117.85655, 7.63818
49.90179, -117.71994, 8.54200
49.90179, -117.58334, 9.61758
49.90179, -117.44673, 10.61181
49.90179, -117.31012, 11.30971
49.90179, -117.17352, 11.92637
49.90179, -117.03691, 12.71093
49.90179, -116.90030, 13.74838
49.90179, -116.76370, 15.05827
49.90179, -116.62709, 16.64495
49.90179, -116.49048, 18.50970
49.90179, -116.35388, 20.65318
